Run,Event,pt1,eta1,phi1,Q1,type1,sigmaEtaEta1,HoverE1,isoTrack1,isoEcal1,isoHcal1,pt2,eta2,phi2,Q2,type2,sigmaEtaEta2,HoverE2,isoTrack2,isoEcal2,isoHcal2
172163,301667951,34.2675,1.0697,-0.3726,-1,EB,0.0074,0.0000,1.1433,1.8568,0.0000,45.0883,0.4510,2.2790,1,EB,0.0086,0.0790,1.0432,1.9120,0.0000
172163,301722055,42.0964,0.0488,1.1197,-1,EB,0.0098,0.0000,0.0000,3.3093,0.0000,40.5967,-0.9257,-1.8707,1,EB,0.0089,0.0000,0.0000,1.4520,0.4763
172163,301930434,32.8722,1.0638,-2.2519,-1,EB,0.0079,0.0000,0.0000,4.8971,0.0000,39.3306,1.8753,0.8307,1,EE,0.0138,0.0000,0.0000,0.7680,0.5427
172163,300819420,41.5147,1.0507,-0.4119,-1,EB,0.0099,0.0000,0.0000,2.0346,0.5861,40.8327,-0.2240,2.5415,1,EB,0.0091,0.0380,27.9675,11.2979,5.7799
172163,301130188,43.4974,1.8541,1.7327,-1,EE,0.0146,0.0066,0.0000,1.9706,0.7303,63.8027,1.7684,-1.2352,1,EE,0.0143,0.0046,0.0000,1.5061,0.2477
172163,301878484,33.7254,-1.4000,-1.7771,-1,EB,0.0101,0.1448,3.8718,8.1842,9.7761,46.0793,-1.8552,1.8792,1,EE,0.0172,0.0620,0.0000,2.7169,4.1745
172163,300969701,44.4681,0.6528,-2.1100,1,EB,0.0087,0.0000,0.0000,1.8553,2.5222,43.2087,1.1128,0.9691,-1,EB,0.0088,0.0000,0.0000,2.6317,0.0000
172163,301487981,113.3780,0.5109,-2.1096,1,EB,0.0088,0.0000,0.0000,4.1555,1.3242,34.0654,1.7296,2.6392,1,EE,0.0132,0.0673,5.8479,1.9432,5.7080
172163,301738801,38.7956,-0.4974,1.8022,1,EB,0.0087,0.0000,0.0000,2.8034,0.0000,37.6364,-1.0074,-0.9476,-1,EB,0.0089,0.0561,0.0000,2.9336,5.8535
172163,300604522,58.4932,0.1404,-2.4595,-1,EB,0.0091,0.0000,0.0000,3.0534,0.0000,38.8922,0.9518,0.9006,-1,EB,0.0166,0.0924,14.5541,18.8646,8.2486
172163,300874682,40.5263,0.9341,2.0300,1,EB,0.0086,0.0000,0.0000,1.5224,0.0000,40.2202,1.9694,-1.0942,-1,EE,0.0172,0.0000,0.0000,0.3877,1.7469
172163,300881794,32.0449,0.6488,-1.3381,-1,EB,0.0090,0.0000,0.0000,1.5823,0.0000,32.2904,2.5721,1.7653,1,EE,0.0304,0.0000,0.0000,1.6467,0.7773
172163,301299074,28.0774,-0.2348,-0.8446,1,EB,0.0087,0.0000,0.7663,3.4897,0.0000,41.3424,1.7227,-3.0620,-1,EE,0.0133,0.0068,0.0000,1.4223,0.7242
172163,301320594,30.1129,1.1826,2.2351,-1,EB,0.0159,0.0440,7.2140,6.8699,3.4970,84.8802,2.3234,-0.1380,1,EE,0.0244,0.0024,0.0000,3.0042,2.3778
172163,301686402,52.4475,0.6697,-1.1372,1,EB,0.0073,0.0000,0.0000,1.7886,0.5973,41.5051,0.2716,1.9707,-1,EB,0.0085,0.0000,1.7861,2.3414,0.7799
172163,301431938,34.3415,1.0485,-0.1835,1,EB,0.0087,0.0000,0.0000,1.6276,1.9462,41.3949,-0.1768,-3.0877,-1,EB,0.0095,0.0000,0.0000,3.5239,0.0000
172163,301455106,58.7513,1.1312,-0.5044,-1,EB,0.0082,0.0000,0.0000,3.1143,0.9693,33.8919,1.1967,3.0079,1,EB,0.0083,0.0000,3.7563,2.6860,3.1290
172163,300776427,36.0166,-2.2453,2.6838,1,EE,0.0276,0.0598,5.0732,2.2944,1.9928,34.9123,-2.0830,0.6414,1,EE,0.0196,0.0000,1.0473,2.8475,2.1447
172163,301262731,44.9637,-0.8986,-1.7460,1,EB,0.0087,0.0000,0.0000,1.3974,0.0000,43.2444,-1.3964,1.3337,-1,EB,0.0085,0.0000,0.0000,1.5778,1.0857
172163,301697787,40.2266,-0.4384,2.0522,-1,EB,0.0139,0.1052,13.3325,32.4609,5.9115,70.0399,0.5096,0.7362,-1,EB,0.0088,0.0000,10.5890,5.8434,1.6673
172163,301135392,36.2566,-1.3849,-3.1039,1,EB,0.0068,0.0117,0.0000,2.2112,0.0000,46.7949,-1.5816,0.1607,-1,EE,0.0088,0.0000,0.0000,2.8271,1.2171
172163,301808640,54.0006,-1.2817,0.1403,1,EB,0.0078,0.0000,0.0000,2.6549,0.0000,58.8075,-0.5981,-2.8620,-1,EB,0.0100,0.0000,0.0000,3.9599,0.0000
172163,302048129,47.8112,-0.8546,2.9780,1,EB,0.0091,0.0000,0.0000,1.7821,0.0000,43.1892,-0.9298,-0.1668,-1,EB,0.0080,0.0159,0.0000,0.8477,0.0000
172163,303380705,30.0793,1.8232,-2.9105,1,EE,0.0147,0.0000,0.0000,0.8215,0.3870,30.6069,-0.1494,0.4044,-1,EB,0.0086,0.0000,0.0000,1.7029,0.0000
172163,302947838,41.7171,-1.0636,1.6196,1,EB,0.0079,0.0374,0.7874,2.1028,0.0000,47.3122,-1.8164,-1.4917,-1,EE,0.0154,0.0000,2.5343,1.8480,3.6222
172163,302951940,35.8457,-2.1819,0.9320,-1,EE,0.0228,0.0065,0.0000,5.5870,3.6820,46.3815,-1.4340,-2.1507,-1,EB,0.0087,0.0232,0.0000,4.5634,1.2355
172163,303290924,40.9748,-1.4751,3.0984,1,EB,0.0046,0.0000,0.0000,1.9295,0.0000,38.3120,-2.4740,0.6518,1,EE,0.0285,0.0222,0.0000,1.5337,0.7274
172163,303426401,37.5883,0.1459,-1.0870,-1,EB,0.0091,0.0000,0.0000,2.6123,0.0000,41.5735,-0.6972,1.5244,1,EB,0.0090,0.0000,0.0000,2.4774,0.0000
172163,302628728,30.1712,2.3429,1.0261,-1,EE,0.0289,0.0144,1.6019,1.0601,1.9969,27.9384,0.2290,-2.1521,1,EB,0.0094,0.0000,3.4757,5.5434,0.0000
172163,302076928,55.9147,-0.9273,-1.1813,1,EB,0.0082,0.0000,0.0000,1.3957,0.0000,37.6791,-1.4449,2.5898,-1,EB,0.0085,0.0000,0.0000,1.8420,0.0000
172163,302207368,25.7498,-0.4046,1.6533,1,EB,0.0089,0.0000,0.0000,3.1574,0.8092,28.1206,1.8011,-1.5591,-1,EE,0.0171,0.0000,0.0000,0.7065,0.2854
172163,303141509,35.7419,-0.3256,1.9277,-1,EB,0.0092,0.0219,1.4244,2.7197,2.9428,34.3592,-0.3605,-1.1786,1,EB,0.0087,0.0000,0.9274,2.1771,0.0000
172163,303379404,44.4366,0.2440,1.4378,1,EB,0.0088,0.0000,0.0000,2.0431,0.0000,44.8911,-0.0893,-1.7521,-1,EB,0.0086,0.0000,0.0000,1.7826,0.0000
172163,302625895,48.3661,0.0862,1.5289,-1,EB,0.0099,0.0000,0.0000,1.3203,1.2340,41.9719,-0.4053,-1.7068,1,EB,0.0095,0.0000,0.0000,1.1791,0.0000
172163,302747667,29.8583,1.5162,-2.6563,-1,EE,0.0134,0.0806,19.4292,1.1450,6.0473,31.8616,0.0753,0.3280,1,EB,0.0098,0.0829,0.0000,8.6451,3.4750
172163,302817946,26.8440,-2.1379,-2.8428,-1,EE,0.0204,0.0230,0.0000,1.2738,2.0053,60.2330,-1.2334,-0.1264,1,EB,0.0088,0.0000,0.0000,1.8331,1.0316
172163,302307899,42.9377,0.4971,1.0436,1,EB,0.0107,0.0000,0.0000,3.9819,0.0000,41.0468,-0.4571,-1.2098,-1,EB,0.0165,0.0000,0.0000,2.7356,0.0000
172163,302696907,48.9584,-0.9728,2.7799,1,EB,0.0089,0.0000,0.0000,1.5148,0.0000,44.3564,-1.7973,-1.0370,-1,EE,0.0142,0.0000,0.0000,1.4439,0.0000
172163,317966797,50.1274,0.8513,-0.0278,-1,EB,0.0087,0.0000,0.0000,1.1669,0.0000,39.8049,0.0740,-2.6616,1,EB,0.0093,0.0000,0.0000,1.9375,0.0000
172163,318311593,26.0671,-0.5550,0.6350,-1,EB,0.0083,0.0000,0.0000,4.1263,2.0683,82.8165,-2.0230,2.4540,1,EE,0.0184,0.0000,0.0000,0.3860,0.0000
172163,318411817,43.5954,-0.6823,0.3716,-1,EB,0.0086,0.0000,1.2888,1.1119,1.0437,46.2969,-0.9844,-2.7609,1,EB,0.0084,0.0119,0.7240,2.2286,0.0000
172163,318104879,34.8707,-0.5878,0.7846,-1,EB,0.0087,0.0000,0.0000,3.3992,0.0000,46.0486,-1.3933,-2.4442,1,EB,0.0081,0.0000,2.3483,3.9975,2.4929
172163,317575099,30.0641,0.2509,1.0700,-1,EB,0.0110,0.0409,1.1349,5.3650,0.0000,27.5312,-2.1985,-1.7387,-1,EE,0.0208,0.0000,0.0000,1.7021,0.0000
172163,318190811,32.7515,0.2231,-1.9758,1,EB,0.0091,0.0000,0.0000,4.8611,1.7403,34.4964,1.5921,1.2793,-1,EE,0.0104,0.0000,0.0000,1.3590,0.3487
172163,318270291,47.1637,1.4168,-1.3174,-1,EB,0.0089,0.0000,0.0000,0.9918,0.3336,38.9199,1.3845,1.8912,-1,EB,0.0087,0.0000,0.0000,2.7697,0.0000
172163,317764554,42.6342,0.9985,1.9087,1,EB,0.0087,0.0000,0.0000,3.6263,0.0000,33.4467,-0.1967,-1.3193,-1,EB,0.0090,0.0000,0.0000,3.8421,1.1664
172163,317082144,29.3190,-0.8988,-2.8745,1,EB,0.0091,0.0000,0.0000,3.0097,0.0000,25.0722,1.2576,0.6358,-1,EB,0.0082,0.0000,0.0000,4.5456,1.0703
172163,318172000,34.4006,-0.4385,2.9973,-1,EB,0.0086,0.0000,0.0000,2.4318,0.0000,39.9682,0.5579,-0.1392,1,EB,0.0094,0.0000,0.0000,3.0311,0.0000
172163,318035083,30.3613,0.1633,-3.1117,-1,EB,0.0099,0.0000,3.0920,2.9566,1.5039,43.1633,-1.2666,0.5613,1,EB,0.0082,0.0000,0.0000,2.6968,0.0000
172163,317357373,41.6520,1.8791,2.9626,1,EE,0.0153,0.0000,0.0000,1.1373,3.2119,52.5297,2.2520,-0.3331,-1,EE,0.0284,0.0258,2.2066,1.4456,1.3810
172163,317020964,43.5604,-0.2605,-0.6463,1,EB,0.0095,0.0000,1.6103,2.7585,0.0000,44.1087,0.0582,2.7417,-1,EB,0.0097,0.0000,0.7049,4.3819,0.0000
172163,317081660,42.7831,0.2197,2.1783,1,EB,0.0089,0.0000,0.0000,3.0160,4.0832,35.3650,1.0819,-0.7459,-1,EB,0.0090,0.0000,0.0000,3.7688,0.0000
172163,317125004,31.9861,-1.1104,1.6340,1,EB,0.0091,0.0000,0.9405,1.6555,0.4998,67.7703,-1.1865,-1.3530,1,EB,0.0087,0.0000,0.0000,2.2648,0.0000
172163,318012916,34.3100,-0.6571,-2.1056,-1,EB,0.0073,0.0000,0.0000,1.6763,0.0000,51.4305,0.3394,0.8800,1,EB,0.0091,0.0000,0.9000,3.8008,0.0000
172163,318075876,32.0829,2.2007,-0.0809,-1,EE,0.0260,0.0460,7.7382,1.4711,7.0205,40.6073,1.6591,3.0231,1,EE,0.0135,0.0000,9.0756,3.8578,2.0153
172163,317170674,26.1438,0.5241,-0.9132,1,EB,0.0085,0.0243,0.0000,1.2679,1.0012,26.3838,-1.7195,2.5617,-1,EE,0.0181,0.0000,0.0000,1.8711,1.5086
172163,317228570,35.5245,0.2219,-0.2173,-1,EB,0.0087,0.0000,0.0000,1.7837,0.0000,44.4408,1.2753,2.7561,1,EB,0.0084,0.0000,0.0000,1.8561,0.4866
172163,317327698,32.0209,-0.0101,3.0648,1,EB,0.0094,0.0000,0.0000,3.2545,1.1828,31.7325,-1.7937,-0.0965,-1,EE,0.0165,0.0199,0.0000,2.7119,0.9637
172163,317732354,43.5525,1.3767,-0.7922,-1,EB,0.0089,0.0000,24.2223,8.6650,6.7896,42.8497,-0.1827,2.2223,1,EB,0.0085,0.0000,11.5810,3.8631,8.2950
172163,318159330,32.9289,-1.0267,0.4601,-1,EB,0.0095,0.0000,0.0000,1.2270,0.0000,45.1934,-2.3697,2.9254,1,EE,0.0249,0.0555,0.0000,0.6627,1.4934
172163,317459399,35.0818,1.4396,1.7902,1,EB,0.0086,0.0000,3.9590,2.5190,0.9593,53.2535,2.4592,-0.4269,-1,EE,0.0262,0.0000,0.0000,1.1822,0.5170
172163,317733510,26.9325,-1.6966,2.2024,-1,EE,0.0112,0.0000,6.5473,2.8038,0.4449,32.5835,-2.3452,-0.7908,-1,EE,0.0225,0.0337,6.6863,2.4543,2.2713
172163,318675169,30.2142,0.5737,0.2130,1,EB,0.0093,0.0000,0.0000,1.3218,0.6860,78.2911,1.6984,2.6797,-1,EE,0.0127,0.0000,0.0000,2.0417,0.0000
172163,319357256,47.8673,-1.8276,1.0079,1,EE,0.0156,0.0080,0.0000,1.5496,0.7747,48.9674,-2.4850,-1.7089,-1,EE,0.0289,0.0122,0.0000,0.5966,1.0900
172163,318861273,31.1982,1.3469,1.4547,1,EB,0.0149,0.0908,20.4784,16.1798,4.6520,95.3741,2.0121,-1.3584,-1,EE,0.0227,0.0348,3.6309,3.6818,3.0014
172163,319825313,40.9656,-1.5857,-2.7454,1,EE,0.0105,0.0000,0.0000,1.6453,0.0000,51.6611,-1.4028,0.6221,-1,EB,0.0084,0.0000,0.0000,2.2677,0.0000
172163,318552754,32.9718,-2.2460,2.7746,-1,EE,0.0266,0.0848,0.0000,6.8267,2.7418,42.2231,-1.8660,0.2236,1,EE,0.0141,0.0000,0.0000,3.3149,0.0000
172163,318744666,41.0392,-0.5627,3.0987,-1,EB,0.0084,0.0000,0.0000,0.9658,0.0000,29.5650,0.8936,0.4007,1,EB,0.0084,0.0250,0.0000,2.1683,0.0000
172163,318576300,46.3351,1.1887,-1.3139,1,EB,0.0105,0.0000,0.0000,1.9660,0.4795,37.5852,2.0950,1.4971,-1,EE,0.0178,0.0235,0.0000,4.3927,9.2165
172163,318726444,40.6058,1.1394,0.0305,-1,EB,0.0086,0.0000,0.0000,1.2437,0.0000,40.7070,0.3995,2.9152,1,EB,0.0091,0.0188,0.0000,5.3220,3.6478
172163,319741612,39.9123,0.4474,-3.0542,-1,EB,0.0089,0.0000,0.0000,4.8248,0.0000,45.5973,-0.2914,-0.0102,1,EB,0.0089,0.0000,0.0000,1.7996,0.0000
172163,319577267,29.6887,1.5987,-3.0922,-1,EE,0.0238,0.0341,11.0594,5.6496,7.5068,48.0365,-0.3265,-0.4133,-1,EB,0.0110,0.0000,4.8587,5.8455,6.4963
172163,319792847,52.7732,1.2384,-3.0443,1,EB,0.0107,0.0289,0.0000,8.4513,7.3575,26.0322,0.3073,-0.2368,1,EB,0.0149,0.0000,15.8319,8.8321,2.2683
172163,319419667,40.5579,1.7243,2.3052,-1,EE,0.0131,0.0000,1.4856,1.2756,1.0864,48.4170,2.3363,-0.7661,1,EE,0.0260,0.0000,0.0000,1.1867,1.3912
172163,319710460,51.2687,-1.9228,1.1340,-1,EE,0.0164,0.0000,0.7602,1.2209,0.7038,32.7295,-0.9886,-2.1205,1,EB,0.0080,0.0000,0.0000,2.2380,0.7407
172163,319970860,46.8019,0.0506,2.5823,-1,EB,0.0079,0.0000,0.0000,1.0761,0.0000,46.1032,-0.8802,-0.6013,1,EB,0.0086,0.0000,0.0000,3.7629,0.0000
172163,321040981,42.1583,-0.5718,3.0455,-1,EB,0.0084,0.0000,0.0000,2.8968,0.0000,45.8140,-0.8607,-0.2014,1,EB,0.0084,0.0000,0.0000,3.6393,0.0000
172163,320969438,30.5650,-2.4682,2.3908,1,EE,0.0448,0.0603,4.4942,2.9340,6.5870,39.3810,-2.0746,-0.8299,1,EE,0.0176,0.0126,0.0000,3.3496,0.7016
172163,320139772,30.9252,0.3543,2.3952,-1,EB,0.0206,0.0000,12.6930,9.3091,0.0000,40.8260,2.0116,-0.7767,1,EE,0.0182,0.0069,1.5166,1.7556,0.4701
172163,321268003,51.3555,-1.9106,1.3444,-1,EE,0.0141,0.0156,0.0000,2.2231,2.0149,37.9009,-2.3252,-2.1801,-1,EE,0.0242,0.0102,0.0000,0.4089,1.5852
172163,321357099,50.2638,-0.6113,2.4298,-1,EB,0.0093,0.0000,0.0000,2.8322,0.6288,89.7925,0.3369,1.4053,1,EB,0.0089,0.0000,1.9234,3.5533,0.7991
172163,321251926,48.1523,0.7732,1.7288,1,EB,0.0085,0.0000,10.3234,3.6667,0.0000,40.6767,1.5579,-1.5753,1,EE,0.0118,0.0000,3.7784,4.3292,0.6170
172163,320212624,39.9401,0.7983,1.7974,-1,EB,0.0127,0.0550,6.3317,7.3283,1.9703,43.3504,2.1253,-1.0592,-1,EE,0.0417,0.0552,31.3370,12.0140,10.8598
172163,320311392,44.9634,0.3701,-2.1870,1,EB,0.0112,0.0000,0.0000,2.8381,0.0000,28.3313,1.6094,1.1448,-1,EE,0.0111,0.0000,0.0000,1.9535,0.2587
172163,320136349,51.3179,-0.8213,-1.6358,1,EB,0.0096,0.0000,6.3185,2.6426,0.0000,25.0033,1.1235,1.6518,1,EB,0.0124,0.0000,16.9558,16.0461,1.4825
172163,320374370,74.5478,-0.3696,2.7709,1,EB,0.0101,0.0000,0.0000,2.9172,0.0000,28.3072,-0.6478,-0.0308,-1,EB,0.0093,0.0000,0.0000,1.7823,0.0000
172163,321060306,53.6204,1.6902,-0.8493,1,EE,0.0117,0.0000,0.0000,2.2489,0.0000,40.8539,2.4057,1.3289,-1,EE,0.0254,0.0286,0.0000,0.4292,2.3897
172163,320644095,42.5413,-1.1290,0.7705,-1,EB,0.0083,0.0000,6.8282,3.5122,0.8615,52.6800,-1.1091,-2.5121,1,EB,0.0082,0.0000,0.0000,3.5510,0.7394
172163,320974793,39.2128,0.9378,-0.6228,-1,EB,0.0093,0.0180,0.0000,2.8336,0.0000,38.8335,2.0132,3.0362,1,EE,0.0212,0.0212,0.0000,1.1677,1.9611
172163,320051705,36.6543,-0.9946,0.2806,1,EB,0.0087,0.0280,0.0000,3.6278,0.0000,64.9373,-0.0166,-1.3950,-1,EB,0.0109,0.0000,0.0000,3.2860,0.0000
172163,320463586,27.0299,-1.2510,3.0235,-1,EB,0.0090,0.0000,0.0000,2.1839,0.0000,25.6574,0.8598,-0.1478,1,EB,0.0073,0.0000,0.7854,2.6064,0.0000
172163,320856618,39.5750,0.6617,-2.4430,1,EB,0.0082,0.0000,0.0000,4.0084,0.0000,36.7316,-0.5324,0.7881,-1,EB,0.0088,0.0000,0.0000,1.9854,0.0000
172163,320248033,54.3731,1.8721,-1.5422,1,EE,0.0180,0.0000,0.0000,1.5087,1.8404,26.6632,0.4795,1.5074,-1,EB,0.0094,0.0000,2.1812,2.7528,0.0000
172163,321022185,41.1764,-0.3149,1.9175,-1,EB,0.0092,0.0000,0.9269,2.6274,5.9749,43.7071,0.7751,-1.2127,1,EB,0.0087,0.0000,2.1120,1.7620,0.0000
172163,321127537,32.0856,-0.6925,-2.6192,1,EB,0.0092,0.0000,0.0000,2.1284,0.0000,37.1556,-0.7355,0.4772,-1,EB,0.0088,0.0000,0.0000,1.0350,0.0000
172163,320241468,50.8286,-1.2161,-0.3629,1,EB,0.0083,0.0000,0.0000,0.5097,1.4724,63.3275,-1.9834,-1.8615,-1,EE,0.0170,0.0000,0.0000,2.3568,0.3301
172163,321346468,36.5209,2.2554,-1.9705,1,EE,0.0217,0.0071,0.0000,0.9197,5.0173,33.4175,1.2321,1.2189,-1,EB,0.0072,0.0000,0.0000,2.6888,1.7273
172163,322111766,45.3680,0.1066,1.6179,1,EB,0.0092,0.0000,0.0000,3.2828,0.0000,48.0595,0.3413,-1.3961,-1,EB,0.0068,0.0000,0.0000,1.9527,1.6862
172163,322061469,34.7138,-0.1180,1.6886,1,EB,0.0087,0.0000,0.0000,2.8933,0.0000,31.3837,-1.6829,-1.1351,-1,EE,0.0176,0.0000,0.0000,0.9115,0.9237
172163,322478213,37.1991,-0.2963,-2.8024,1,EB,0.0088,0.0000,0.0000,2.2870,0.0000,26.7633,1.5211,-0.4226,-1,EE,0.0102,0.0000,1.9196,1.5821,0.3587
172163,321604639,51.1298,2.0815,2.2078,1,EE,0.0239,0.0000,10.9179,4.6189,2.5420,44.9213,1.2549,-1.3648,1,EB,0.0191,0.1015,28.6084,18.7919,4.2661
172163,321614287,47.5735,-0.7562,1.6345,-1,EB,0.0086,0.0000,0.0000,3.5457,0.0000,25.9187,-0.2702,-1.6114,1,EB,0.0144,0.0861,14.0510,18.9677,7.8537
172163,322633783,42.1704,-0.7091,1.4533,-1,EB,0.0086,0.0000,0.9202,2.2010,1.5681,41.4526,-1.2968,-1.9657,1,EB,0.0086,0.0000,0.0000,1.5558,0.0000
172163,322025576,31.2037,0.0762,-1.3350,-1,EB,0.0114,0.0000,8.7552,4.6561,0.0000,35.5286,-0.6454,1.7711,-1,EB,0.0107,0.0000,0.0000,2.7462,1.6035
172163,322687128,31.4417,0.6816,2.2788,-1,EB,0.0086,0.0278,0.0000,2.6214,6.5786,43.9699,-0.7698,-0.7992,1,EB,0.0102,0.0000,0.0000,3.7806,0.0000
172163,322361506,66.6738,1.0112,0.0127,-1,EB,0.0071,0.0536,11.0520,8.9987,4.6146,27.6779,0.2880,3.1147,1,EB,0.0092,0.0752,14.2049,12.4376,2.3746
172163,322723610,34.6294,1.0128,3.0482,-1,EB,0.0093,0.0000,2.3430,1.5586,0.5727,45.0014,2.0157,-0.2058,1,EE,0.0175,0.0149,0.0000,1.4040,1.0265
172163,322729964,38.8752,2.2759,-2.5320,1,EE,0.0229,0.0000,0.0000,0.6601,0.6811,34.5146,1.1432,0.5990,-1,EB,0.0091,0.0000,0.0000,2.7459,0.0000
172163,322001701,43.4374,-0.8202,-2.7617,1,EB,0.0118,0.0000,0.0000,2.9782,0.5905,60.0065,-2.3849,-0.9356,1,EE,0.0245,0.0447,0.0000,2.6474,7.5669
172163,322133655,31.2996,-1.0614,-2.1804,1,EB,0.0072,0.0000,0.0000,2.9798,1.5330,34.5707,0.5812,0.6977,-1,EB,0.0083,0.0000,1.0879,3.2936,0.5579
172163,321922446,42.3118,0.0059,-1.7002,1,EB,0.0096,0.0000,0.0000,2.7035,0.0000,45.3569,-0.7205,0.9606,-1,EB,0.0087,0.0000,0.0000,3.3604,1.6249
172163,323278346,40.7609,0.4166,-2.0313,-1,EB,0.0111,0.0243,2.6524,5.3061,0.0000,31.1445,-1.1927,1.1604,1,EB,0.0082,0.0000,5.3474,1.6670,2.8468
172163,323778554,31.3624,1.1902,-2.1692,-1,EB,0.0092,0.0134,0.0000,9.1991,6.2478,55.3180,0.6184,1.0205,1,EB,0.0091,0.0203,9.0240,12.4102,2.6375
172163,323787273,30.7800,-1.0921,-2.7125,-1,EB,0.0093,0.0207,1.2078,3.6727,5.4370,34.1927,0.7301,0.5143,1,EB,0.0094,0.0000,0.0000,1.3822,1.5609
172163,322991929,31.5979,0.4632,2.3493,1,EB,0.0087,0.0000,1.0441,3.6307,0.6505,51.3492,0.1676,-1.3596,-1,EB,0.0088,0.0000,0.0000,1.4607,0.0000
172163,323069291,34.5374,0.0989,-1.0151,1,EB,0.0110,0.1361,0.7514,6.3356,4.2050,37.1327,1.4761,1.8484,1,EB,0.0085,0.0091,2.4067,2.5141,4.2555
172163,323248251,27.1743,0.6939,-2.9521,-1,EB,0.0086,0.0000,0.0000,3.8963,0.7061,43.1255,-1.0165,1.0864,1,EB,0.0093,0.0000,0.0000,1.6434,1.0673
172163,322884024,39.9554,0.4875,2.1927,-1,EB,0.0110,0.0000,0.0000,1.8988,0.0000,38.6646,0.7430,-1.4775,1,EB,0.0086,0.0000,0.0000,0.8876,0.0000
172163,323855683,60.5399,0.6348,-1.1202,-1,EB,0.0096,0.0000,1.4471,2.4402,1.8997,34.6763,0.5836,1.8471,1,EB,0.0085,0.0000,0.0000,2.8845,0.0000
172163,324709661,42.9675,-2.4371,0.7527,-1,EE,0.0278,0.0050,0.0000,1.0458,1.0453,47.1038,-1.7688,-2.3786,1,EE,0.0139,0.0000,0.0000,0.8568,0.7936
172163,324784142,47.9813,-0.2904,2.2038,1,EB,0.0089,0.0000,3.9739,2.0245,5.5565,44.1687,-0.0387,-1.0871,-1,EB,0.0091,0.0000,0.7779,2.1425,0.0000
172163,325236982,38.9720,0.5490,-2.8840,1,EB,0.0084,0.0000,0.0000,2.3543,0.0000,42.3818,0.0198,-0.6946,-1,EB,0.0080,0.0000,0.0000,1.5449,0.0000
172163,325492190,32.2534,-0.0030,0.9571,-1,EB,0.0096,0.0000,0.0000,3.1511,0.9316,34.8921,-0.9281,-2.2031,1,EB,0.0086,0.0000,0.0000,2.2460,3.2734
172163,325419944,27.9225,-1.1823,3.1134,-1,EB,0.0127,0.0000,20.2061,23.5483,5.8937,65.4241,-1.8298,0.1635,-1,EE,0.0185,0.0643,0.7871,5.9876,6.4257
172163,324391630,31.4906,-1.3567,-1.8349,1,EB,0.0068,0.0270,0.0000,1.8393,3.5169,29.7224,0.6064,1.3584,-1,EB,0.0095,0.0000,1.1393,1.6904,0.0000
172163,324481874,40.8331,-1.6495,-0.7538,-1,EE,0.0117,0.0266,2.7125,3.3084,3.2407,35.9335,-0.9231,2.2781,1,EB,0.0215,0.0666,21.3714,8.8055,0.0000
172163,324690751,47.1422,-0.0088,0.4683,-1,EB,0.0103,0.0627,7.5116,8.1959,2.0406,202.3560,0.7252,-0.4380,-1,EB,0.0100,0.1474,21.9016,13.1606,7.3979
172163,325588543,45.1551,-0.8462,2.0098,-1,EB,0.0090,0.0000,0.0000,2.1334,0.0000,47.9224,-1.0695,-1.4058,1,EB,0.0085,0.0000,0.0000,1.8250,0.7620
172163,324496896,42.2620,-1.1906,1.2275,1,EB,0.0093,0.0213,43.1301,11.5690,2.8070,61.1228,-2.2932,-2.0281,1,EE,0.0282,0.0318,10.1522,3.0818,7.1242
172163,324524757,28.0310,0.2886,-0.3416,1,EB,0.0205,0.0253,4.1193,3.2378,0.0000,41.2788,2.5703,2.7554,-1,EE,0.0362,0.0315,5.2797,1.2857,3.5809
172163,325395020,25.3095,-0.5356,-2.8437,1,EB,0.0101,0.0330,9.9404,6.5938,0.0000,32.5952,-1.8821,0.1131,1,EE,0.0161,0.0000,2.2219,4.1236,6.3590
172163,325222513,28.0526,0.3185,-1.1637,-1,EB,0.0088,0.0000,1.0643,1.9628,0.0000,34.2540,-1.4564,1.9783,1,EB,0.0071,0.0000,0.0000,1.1114,0.8146
172163,325653426,35.3146,-1.5696,2.5350,1,EE,0.0117,0.0160,9.9193,2.2724,1.5480,35.1018,-2.0887,-0.6316,1,EE,0.0233,0.1408,6.8729,4.4307,5.3288
172163,327333325,40.2252,-2.2818,-1.8281,1,EE,0.0404,0.0636,0.0000,7.2602,3.9015,53.4224,-2.3114,1.2958,1,EE,0.0242,0.0123,0.0000,0.5384,0.9824
172163,326313160,32.3828,-0.2148,-0.0697,-1,EB,0.0093,0.0000,0.0000,4.6033,0.0000,63.1202,0.3553,2.7335,1,EB,0.0089,0.0000,1.0099,4.7939,2.2796
172163,327308356,48.6143,-0.3050,0.5976,1,EB,0.0081,0.0000,2.7607,5.3280,1.7879,42.0490,0.2813,-2.7026,-1,EB,0.0090,0.0000,0.0000,2.9577,0.0000
172163,327075158,39.3776,0.4541,-1.7602,1,EB,0.0087,0.0000,0.0000,2.2736,0.6345,40.2199,1.1835,1.4265,-1,EB,0.0085,0.0105,0.0000,2.3041,0.0000
172163,326907207,28.9272,0.2397,-0.6998,-1,EB,0.0208,0.1238,15.7846,8.2517,5.8533,34.0848,1.3731,2.5807,1,EB,0.0095,0.0595,17.1764,1.8692,3.4137
